Date;ADOBE_INC_USD;AIR_LIQUIDE_SA;ALIBABA_GROUP_HOLDING_LTD_REPR__8SH;ALLIANZ_SE;AMAZON_COM_INC_USD;AMUNDI_IS_GOVT_BOND_LOWEST_RATED;ANHEUSER BUSH_INBEV;ARCELORMITTAL_SA;ATOS_SE;AXA_SA;BERKSHIRE_HATHAWAY_INCB _USD;BLACKROCK_GF_SUSTAINABLE_ENERGY;BROWN_ADVISORY US_SUSTAINABLE_GROWTH_FD;CADEUR_Curncy;CANDRIAM_SRI_BOND_GLOBAL_HIGH_YIELD;CANDRIAM_SRI_EQUITY_EMERGING_MARKETS;CHFEUR_Curncy;COMGEST_GROWTH_EUROPE;DKKEUR_Curncy;ENBW_ENERGIE_BADEN _3_625%_2014 76_02APR;ENEL_S_P_A_;ENGIE_SA;EUR_Curncy;FFG_SICAV_GLOBAL_FLEXIBLE SUSTAINABLE;FLOSSBACH_VS MULTIPLE_OPPORT__II__D_SHS;GAM_MULTIBOND LOCAL_EMERGING_BOND;GBPEUR_Curncy;GLENCORE_FUNDING_LLC_3%_2017 22_27APR;GROUPE_BRUXELLES_LAMBERT_SA;ING_ARIA_CORPORATE_+_R_CAP;ING_ARIA_SUSTAINABLE_BONDS_R;ING_ARIA EURO_SHORT_DUR_RET_BD_R_CAP;INVESCO_FS_ASIAN_EQUITY_FUND;INVESCO_PHYSICAL_GOLD_USD;ISHARES_II__GLOBAL_WATER_UCITS_EUR;ISHARES_PLCCORE_S&P_500_UCITS_ETFUSD;ISHARES_V S&P_500_FINANCIALS_SECTOR;IVO_FUNDS_FIXED_INCOME;JPMORGAN_CHINA_A SHARE_OPPORTUNITIES;JPMORGAN_EMERGING_MARKETS_SUSTAINABLE;JPMORGAN_JAPAN_EQUITY_EUR;JUST_EAT_TAKEAWAY_COM_N_V;KBC_GROUP_SA NV;LVMH_MOET_HENNESSY_LOUIS_VUITTON_SE;LYXOR_IF_EURO_6M;MAINFIRST_SIC_TOP_EUROPEAN_IDEAS;MCDONALD'S_CORP_USD;MEDTRONIC_PLC_USD;MERCK_&_CO_INC_USD;MICHELIN_SA_ORD;MICROSOFT_CORP_USD;MULTI_ULS_LYXOR_EURO_STOXX_BANKS;NOKEUR_Curncy;NORDEA_1_EMERGING_MARKET_BOND;PEPSICO_INC_USD;PICTET_DIGITAL;PIMCO_FGIS_EMERGING_MARKETS_BONDS_ESG;POLAR_CF_PLC_GLOBAL_TECHNOLOGY_FUND;PRINCIPAL_GIF PREFERRED_SECURITIES;QUALCOMM_INC;ROCHE_HOLDING_LTD_CHF;ROYAL_DUTCH_SHELL_PLCA _EUR;ROYAL_PHILIPS_NV;SALESFORCE_COM_INC_USD;SEKEUR_Curncy;SOLVAY_SA;SSGA_SPDR_EUROPE S&P_US_DIVI_ARISTOUSD;THREADNEEDLE_LUXGLOBAL_EQUITY_INCOME;THREADNEEDLE_LUX PAN_EUROPEAN_SMALL;TOTALENERGIES_SE;UBAM_SICAV_POSITIVE_IMPACT_EQUITY;UBS_LUX_EQUITY_ALL_CHINA_USD;UNILEVER_PLC_EUR;USDEUR_Curncy;VEOLIA_ENVIRONNEMENT_SA;VISA_INCA _USD;WELLINGTON_MF GLOBAL_HEALTH_CARE_EQUITY
07/03/2021;440.83;154.17;233.89;250;3000.46;257.9339;62.47;20.13;76.7392;26.47;253.15;15.55;19.26;0.6631;1133.02;159.47;0.9018;31.95;0.1344;100.217;7.873;11.45;1.1915;118.45;150.88;299.36;1.1615;103.652;103.1;717.25;594.91;101.77;9.98;164.235;56.1881;37.9027;9.17;126.04;39.45;132.36;14.77;95.45;57.96;639.02;997.5033;115.41;207.37;118.26;69.7314;146.5;231.6;82.29;0.0981;140.75;133.03;543.46;17.27;81.39;12.35;129.75;319.52;21.65;54.012;210.76;0.09838;121;62.6;11.7834;12.159;49.46;127.8;150.47;54.04;0.8396;25.7434;215.41;47.658
08/03/2021;421.2;158.47;226.69;251.01;2951.95;257.6988;62.695;20.885;76.7392;26.33;257.61;15.72;18.86;0.6665;1132.21;156.37;0.9015;32.44;0.1345;100.223;8.084;11.57;1.1847;118.57;152.47;296.31;1.167;103.625;103.1;716.48;594.21;101.76;9.91;162.69;56.1881;38.74;9.42;125.96;37.64;129.83;14.46;95.45;59.12;638.92;997.4532;117.59;209.11;116.67;70.723;148.755;227.39;85.03;0.0988;139.69;132.13;545.24;17.11;78.7;12.33;123.2;324.96;21.24;54.47;207.72;0.09833;121;64.83;11.9034;12.2986;49.97;128.64;146.68;53.483;0.8441;26.129;220.27;47.1767
09/03/2021;439.18;155.1209;238.14;254.3;3062.85;258.4761;62.77;21.07;76.7392;27.0259;259.02;16.04;19.46;0.6647;1131.63;154.21;0.9057;32.93;0.1345;100.349;8.103;11.88;1.1901;119.73;152.61;297.11;1.1673;103.548;103.1;716.73;595.1;101.76;9.84;166.135;56.923;38.74;9.38;125.86;36.8;130.1;14.43;95.45;58.66;649.4;997.4537;118.37;208.55;117.05;70.6944;148.755;233.78;84.079;0.0992;139.56;132.25;549.27;17.15;81.19;12.34;129.11;329.51;21.23;54.95;211.53;0.09886;121;64.5523;11.9142;12.4635;48.91;131.82;145.33;54.63;0.8402;26.7655;220.36;48.062
10/03/2021;437.01;159.8093;234.3;252.04;3057.64;258.7524;63.95;20.705;76.7392;27.225;263.99;16.16;19.4;0.6643;1131.7;157.22;0.9017;33.14;0.1345;100.203;8.215;11.97;1.1929;120.24;154.08;299.13;1.1681;103.499;103.1;716.79;595.48;101.77;9.89;166.28;56.923;38.932;9.51;125.92;37.48;131.33;14.4;95.45;58.28;660.08;997.4134;118.28;213.31;118.66;71.2856;148.755;232.42;83.74;0.0995;139.61;133.58;556.18;17.23;80.9;12.35;127.87;333.69;21.9;56.928;211.96;0.09887;121;64.5523;11.9875;12.4663;48.575;132.25;149.23;55.5;0.8383;26.5734;223.17;48.0602
11/03/2021;451.06;159.7593;240.8;255.245;3113.59;259.6521;61.55;21.685;76.7392;27.21;260.91;16.45;19.93;0.6657;1136.19;160.46;0.9025;33.51;0.1345;100.173;8.326;12.16;1.1986;120.62;154.67;302.74;1.1673;103.526;100.8;717.68;596.28;101.79;9.98;166.96;56.923;38.932;9.4518;126.23;38.57;133.71;14.45;95.45;57.7;679.99;997.475;118.86;211.57;118.1;71.1616;151.249;237.13;82.79;0.0991;141.31;133.22;561.3;17.37;83.58;12.37;131.74;331.12;21.78;56.7934;215.95;0.09877;121;64.9525;12.0271;12.5885;50.07;133.7;149.86;54;0.8344;26.7851;226.15;48.9542
12/03/2021;444.3;160.9375;231.87;247.45;3089.49;259.0094;63.48;22.295;76.7392;26.79;260.02;16.38;19.77;0.6706;1134.5;160.61;0.8996;33.12;0.1345;100.165;8.255;12.165;1.1953;120.55;154.9;300.87;1.1647;103.51;105;717.18;595.24;101.79;10;165.82;56.923;38.932;9.4518;126.19;38.58;133.01;14.8;95.45;60.7;679;997.4599;118.98;212.34;118.81;71.133;152.62;235.75;84.065;0.0992;140.52;133.04;560;17.26;82.96;12.34;129.98;340.0999;21.865;56.95;212.21;0.09864;121;64.9525;12.0937;12.4863;50.63;132.71;148.9;54.725;0.8366;26.7851;224.36;48.9206
13/03/2021;444.3;160.9375;231.87;247.45;3089.49;259.0094;63.48;22.295;76.7392;26.79;260.02;16.38;19.77;0.6706;1134.5;160.61;0.8996;33.12;0.1345;100.165;8.255;12.165;1.1953;120.55;154.9;300.87;1.1647;103.51;105;717.18;595.24;101.79;10;165.82;56.923;38.932;9.4518;126.19;38.58;133.01;14.8;95.45;60.7;679;997.4599;118.98;212.34;118.81;71.133;152.62;235.75;84.065;0.0992;140.52;133.04;560;17.26;82.96;12.34;129.98;340.0999;21.865;56.95;212.21;0.09864;121;64.9525;12.0937;12.4863;50.63;132.71;148.9;54.725;0.8366;26.7851;224.36;48.9206
14/03/2021;444.3;160.9375;231.87;247.45;3089.49;259.0094;63.48;22.295;76.7392;26.79;260.02;16.38;19.77;0.6706;1134.5;160.61;0.8996;33.12;0.1345;100.165;8.255;12.165;1.1953;120.55;154.9;300.87;1.1647;103.51;105;717.18;595.24;101.79;10;165.82;56.923;38.932;9.4518;126.19;38.58;133.01;14.8;95.45;60.7;679;997.4599;118.98;212.34;118.81;71.133;152.62;235.75;84.065;0.0992;140.52;133.04;560;17.26;82.96;12.34;129.98;340.0999;21.865;56.95;212.21;0.09864;121;64.9525;12.0937;12.4863;50.63;132.71;148.9;54.725;0.8366;26.7851;224.36;48.9206
15/03/2021;447.59;160.9375;230.28;254.745;3081.68;259.5543;62;22.6;76.7392;26.79;254.61;16.38;20;0.6721;1134;158.54;0.9033;33.24;0.1345;100.153;8.181;12.16;1.1929;121.37;154.48;300.7;1.1653;103.493;105;717.83;596.06;101.8;9.89;167.505;56.923;39.2541;9.3918;126.44;37.46;131.78;14.83;101.4;60.36;669.925;997.4587;119.38;220.46;119.15;72.6873;151.499;234.81;82.82;0.0992;140.6;133.03;562.29;17.3;83.35;12.35;131.64;334.51;21.56;56.95;212.8;0.09846;121;65.6028;12.1259;12.461;49.8;133.35;148.09;55.59;0.8382;26.7851;223.27;48.9692
16/03/2021;450.54;160.9375;226.93;255.99;3091.86;259.3024;62.99;22.8;76.7392;26.985;251.5;16.48;19.98;0.6751;1134.06;159.77;0.9086;33.48;0.1345;100.143;8.238;12.11;1.1903;122.12;155.35;301.37;1.1671;103.409;105.265;717.7;595.94;101.8;9.9;167.51;56.923;39.2541;9.365;126.57;37.98;133.1;15.09;101.5;61.38;670.92;997.3816;120.85;219.86;118.94;73.2403;151.499;237.71;82.94;0.099;141.23;134.01;570.69;17.38;83.66;12.35;133.65;341.85;21.01;56.4;214.48;0.09887;121;65.4828;12.1576;12.6111;47.79;134.46;149.06;55.6685;0.8402;26.7365;224.7;48.9242
17/03/2021;451.01;160.9375;233.34;252;3135.73;257.9421;64.2;22.39;76.7392;26.985;252;16.23;19.95;0.6729;1132.39;160.11;0.9047;33.48;0.1345;100.138;8.162;12.075;1.1979;122.11;156.13;299.37;1.1657;103.464;105.265;716.62;594.08;101.79;9.92;167.325;56.923;39.2803;9.44;126.74;38.24;131.95;15.07;101.5;64;686.91;997.399;120.65;224.11;118.56;73.7076;151.499;237.04;83.93;0.0992;140.82;133.62;561.89;17.34;83.66;12.35;133.92;340.73;21.335;56.894;213.12;0.09876;121;65.4828;12.1525;12.492;49.51;133.14;149.42;55.28;0.8347;26.0326;223.02;48.9329
18/03/2021;439.18;160.9375;236.43;257.07;3027.99;257.8081;61;23.17;76.5;26.88;252.46;16.27;19.51;0.6721;1130.39;160.49;0.9049;33.11;0.1345;100.107;8.064;12.135;1.1915;121.78;156.53;300.83;1.1686;103.415;105.265;716.01;593.4;101.78;10.02;167.955;56.923;39.3539;9.44;126.76;38.57;132.67;15.34;101.5;64.96;676.4;997.3884;121.61;222.9;118.83;73.679;151.499;230.72;85.74;0.0986;140.74;132.53;564.55;17.31;81.46;12.33;129.75;330.24;20.57;56.918;209.48;0.09852;128.9784;65.4828;12.1132;12.4589;47.41;132.95;149.98;55.4;0.8392;26.0326;220.66;48.26
19/03/2021;441.5;160.25;239.79;252;3074.96;258.27;64.61;23;76.5;26.97;250.99;16.22;19.59;0.672;1129.98;158.48;0.9041;32.91;0.1345;100.093;8.306;12.1;1.1904;121.5;155.78;301.49;1.1647;103.406;106.15;716.62;594.31;101.78;9.94;168.5;56.923;38.8791;9.33;126.7;37.63;132;15.26;101.5;63.2;662.08;997.4246;120.02;222.44;116.62;73.9078;151.499;230.35;83.58;0.0984;140.76;134.5;559.29;17.33;81.69;12.34;131.02;328;20.55;56.95;212.2;0.09831;128.9784;65.4828;12.0372;12.4196;47.77;132.58;147.81;55.535;0.84;26.0326;206.9;48.6645
20/03/2021;441.5;160.25;239.79;252;3074.96;258.27;64.61;23;76.5;26.97;250.99;16.22;19.59;0.672;1129.98;158.48;0.9041;32.91;0.1345;100.093;8.306;12.1;1.1904;121.5;155.78;301.49;1.1647;103.406;106.15;716.62;594.31;101.78;9.94;168.5;56.923;38.8791;9.33;126.7;37.63;132;15.26;101.5;63.2;662.08;997.4246;120.02;222.44;116.62;73.9078;151.499;230.35;83.58;0.0984;140.76;134.5;559.29;17.33;81.69;12.34;131.02;328;20.55;56.95;212.2;0.09831;128.9784;65.4828;12.0372;12.4196;47.77;132.58;147.81;55.535;0.84;26.0326;206.9;48.6645
21/03/2021;441.5;160.25;239.79;252;3074.96;258.27;64.61;23;76.5;26.97;250.99;16.22;19.59;0.672;1129.98;158.48;0.9041;32.91;0.1345;100.093;8.306;12.1;1.1904;121.5;155.78;301.49;1.1647;103.406;106.15;716.62;594.31;101.78;9.94;168.5;56.923;38.8791;9.33;126.7;37.63;132;15.26;101.5;63.2;662.08;997.4246;120.02;222.44;116.62;73.9078;151.499;230.35;83.58;0.0984;140.76;134.5;559.29;17.33;81.69;12.34;131.02;328;20.55;56.95;212.2;0.09831;128.9784;65.4828;12.0372;12.4196;47.77;132.58;147.81;55.535;0.84;26.0326;206.9;48.6645
22/03/2021;452.41;162.475;237.12;253;3110.87;258.4466;62.4;22.57;76.5;26.6825;250.36;16.35;19.84;0.6692;1132.07;159.08;0.9076;33.14;0.1345;100.084;8.324;12.07;1.1933;121.55;155.72;297.84;1.1618;103.419;106.15;716.86;594.66;101.78;9.97;168.425;56.923;38.8791;9.2397;126.85;37.88;132;15.01;96;62.5;662.4;997.4375;120.93;225.07;116.84;73.9078;151.499;235.99;82.26;0.0986;140.56;137.8;562.94;17.32;82.28;12.36;134.09;335.2;20.6;57.424;215.17;0.09847;128.9784;64.1021;12.0209;12.4626;45.28;133.25;148.14;56.19;0.838;26.0326;208;48.8305
23/03/2021;460.2;164.5;237.67;250.3;3137.5;259.3337;63.16;21.765;76.5;26.93;248.31;16.36;19.79;0.6704;1133.82;157.79;0.9036;33.16;0.1345;100.077;8.4;12.11;1.1849;121.51;156.18;296.19;1.1607;103.417;103.2;717.39;595.6;101.78;9.95;167.225;56.923;39.2672;9.2;126.51;37.56;131.28;15.04;96;62.04;666.27;997.4243;119.66;224.37;115.03;72.7254;151.499;237.58;82.042;0.0977;141.05;139.46;563.06;17.36;81.39;12.37;132.52;331.195;19.56;57.366;215;0.09821;128.9784;64.1021;12.0161;12.4557;47.17;132.9;146.44;56.3625;0.8439;24.8756;208.15;47.786
24/03/2021;451.51;164.5;229.59;251.65;3087.07;259.7307;63.16;22.66;76.5;26.44;249.63;16.32;19.52;0.6728;1134.94;155.74;0.9049;33.17;0.1345;100.067;8.426;11.965;1.1813;120.95;156.18;293.64;1.1586;103.394;103.2;717.75;596.15;101.79;9.82;168.15;56.923;39.1038;9.28;126.41;36.84;129.65;14.88;96;62.28;652.22;997.4495;119.19;224.05;115.96;72.6968;151.499;235.46;82.645;0.0984;141.11;138.81;553.6;17.36;79.84;12.39;127.18;326.8;20.12;57.366;209.53;0.09829;128.9784;64.1021;12.0484;12.4101;47.23;132.06;144.08;55.825;0.8465;24.7696;208.07;46.9189
25/03/2021;450.99;164.5;222.72;248.825;3046.26;260.108;61.8175;21.96;76.5;26.67;250.75;16;19.42;0.6739;1135.58;154.92;0.9041;33.27;0.1345;100.04;8.442;11.98;1.1764;121.18;155.81;292.4;1.1674;103.351;105.55;718.37;597.16;101.8;9.78;167.72;56.923;38.95;9.31;126.35;36.94;128.14;15.03;92.55;62.16;654.25;997.4556;118.24;224.2;116.58;72.5347;152.1;232.34;82.127;0.0983;141;139.63;537.89;17.35;79.81;12.38;127.28;327.1;19.47;57.416;205.44;0.09822;128.9784;64.6;12.1314;12.39;46.24;132.63;141.83;55.2;0.8501;24.7696;207.97;47.1707
26/03/2021;469.09;164.5;227.26;251.3;3052.03;259.4975;62.95;23.93;76.5;26.93;256.77;16.44;19.92;0.6742;1136.13;157.88;0.9029;33.65;0.1345;100.028;8.427;12.035;1.1794;121.91;155.86;292.81;1.1694;103.377;105.55;717.74;595.95;101.8;9.9;167.82;56.923;40.69;9.3822;126.38;37.99;130.33;15.23;93;62.28;657.92;997.4466;120.27;225.21;118.56;73.7934;151.6;236.48;83.05;0.0989;140.66;142.7;540.16;17.31;81.23;12.38;132.99;320.51;20.01;56.56;209.09;0.09815;125.402;64.6;12.2998;12.4606;46.77;134.3;143.79;56.33;0.8479;24.5864;213.53;47.7782
27/03/2021;469.09;164.5;227.26;251.3;3052.03;259.4975;62.95;23.93;76.5;26.93;256.77;16.44;19.92;0.6742;1136.13;157.88;0.9029;33.65;0.1345;100.028;8.427;12.035;1.1794;121.91;155.86;292.81;1.1694;103.377;105.55;717.74;595.95;101.8;9.9;167.82;56.923;40.69;9.3822;126.38;37.99;130.33;15.23;93;62.28;657.92;997.4466;120.27;225.21;118.56;73.7934;151.6;236.48;83.05;0.0989;140.66;142.7;540.16;17.31;81.23;12.38;132.99;320.51;20.01;56.56;209.09;0.09815;125.402;64.6;12.2998;12.4606;46.77;134.3;143.79;56.33;0.8479;24.5864;213.53;47.7782
28/03/2021;469.09;164.5;227.26;251.3;3052.03;259.4975;62.95;23.93;76.5;26.93;256.77;16.44;19.92;0.6742;1136.13;157.88;0.9029;33.65;0.1345;100.028;8.427;12.035;1.1794;121.91;155.86;292.81;1.1694;103.377;105.55;717.74;595.95;101.8;9.9;167.82;56.923;40.69;9.3822;126.38;37.99;130.33;15.23;93;62.28;657.92;997.4466;120.27;225.21;118.56;73.7934;151.6;236.48;83.05;0.0989;140.66;142.7;540.16;17.31;81.23;12.38;132.99;320.51;20.01;56.56;209.09;0.09815;125.402;64.6;12.2998;12.4606;46.77;134.3;143.79;56.33;0.8479;24.5864;213.53;47.7782
29/03/2021;469.32;164.5;231.86;249;3075.73;258.81;64.92;23.855;76.5;26.89;258.82;16.51;19.85;0.6751;1136.56;157.6;0.9048;33.76;0.1345;100.011;8.507;12.16;1.1765;122.53;156.94;291.06;1.1698;103.362;105.55;717.22;594.99;101.8;9.95;165.755;56.923;40.69;9.298;126.33;37.85;129.77;15.4;93;61.62;657;997.4086;120;227.35;119.16;74.6611;151.6;235.24;81.967;0.0994;140.69;144.81;542.7;17.28;80.7;12.36;131.27;328;19.85;56.4425;210.77;0.09772;125.402;65.807;12.3306;12.4384;46.89;134.32;142.73;57.1375;0.85;24.5864;214.51;47.2918
30/03/2021;465.46;164.5;229.25;262.06;3055.29;258.1105;64.175;24.415;76.5;27.185;258.19;16.44;19.75;0.6757;1136.34;159.41;0.9059;33.9;0.1345;100.005;8.433;12.035;1.1717;122.23;157.92;290.01;1.1728;103.344;104.4564;716.57;594.07;101.8;10.01;162.93;56.923;40.69;9.4498;126.2;38.42;130.87;15.34;93;63.48;671.69;997.3366;121.65;224.98;118.83;73.3834;151.6;231.85;84.37;0.0997;139.7;142.54;541.8;17.2;80.72;12.36;130.11;320.01;19.78;56.248;210;0.09768;125.402;65.843;12.3502;12.4918;47.9;135.47;142.8;55.3725;0.8536;24.5864;211.9;47.1419
31/03/2021;475.37;164.5;226.73;257.5;3094.08;258.3304;63.8;24.63;76.5;25.95;255.47;16.73;20.03;0.6786;1138.42;159.04;0.9034;33.95;0.1344;100.005;8.493;12.105;1.173;122.18;157.2;292.49;1.175;103.326;104.4564;717.42;594.29;101.82;9.94;164.97;56.923;39.6276;9.3847;126.18;38.12;130.74;15.23;93;62;668.75;997.3767;120.2;224.14;118.13;73.5073;151.6;235.77;83.3;0.0997;139.96;141.45;548.46;17.23;81.94;12.36;132.59;326.49;19.62;57.41;211.87;0.09765;125.402;65.7;12.3011;12.5109;47.14;136.28;142.29;55.4125;0.8525;24.9817;211.73;47.6135
01/04/2021;483.34;164.5;224.36;258;3161;258.8;63.632;24.415;67.65;27.29;258.2;16.95;20.34;0.6768;1140.75;161.42;0.9016;34.35;0.1345;100.005;8.435;12.142;1.1777;123.44;157.68;292.74;1.1746;103.326;107.5;719.18;595.62;101.86;10.05;167.31;56.923;39.6276;9.5;126.21;38.59;133.04;15.43;94.3559;62.8;677.96;997.4168;122.2;225.21;118.19;73.5073;151.6;242.35;83.59;0.0996;140.42;141.28;561.05;17.32;84.13;12.38;137.79;326.99;19.5;57.598;218.72;0.09744;125.402;65.7;12.4147;12.6911;45.65;137.91;144.85;56.55;0.8491;24.9817;216.86;47.751
02/04/2021;483.34;164.5;224.36;258;3161;258.8;63.632;24.415;67.65;27.29;258.2;16.95;20.34;0.6763;1140.75;161.42;0.9022;34.35;0.1344;100.005;8.435;12.142;1.1759;123.44;157.68;292.74;1.1754;103.274;107.5;719.18;595.62;101.86;10.05;167.31;56.923;39.6276;9.5;126.21;39.1;133.04;15.6;94.3559;62.8;677.96;997.4168;122.2;225.21;118.19;73.5073;151.6;242.35;83.59;0.0996;140.42;141.28;561.05;17.32;84.13;12.38;137.79;326.99;19.5;57.598;218.72;0.09745;125.402;65.7;12.4147;12.6911;45.65;137.91;144.85;56.55;0.8504;24.9817;216.86;47.751
03/04/2021;483.34;164.5;224.36;258;3161;258.8;63.632;24.415;67.65;27.29;258.2;16.95;20.34;0.6763;1140.75;161.42;0.9022;34.35;0.1344;100.005;8.435;12.142;1.1759;123.44;157.68;292.74;1.1754;103.274;107.5;719.18;595.62;101.86;10.05;167.31;56.923;39.6276;9.5;126.21;39.1;133.04;15.6;94.3559;62.8;677.96;997.4168;122.2;225.21;118.19;73.5073;151.6;242.35;83.59;0.0996;140.42;141.28;561.05;17.32;84.13;12.38;137.79;326.99;19.5;57.598;218.72;0.09745;125.402;65.7;12.4147;12.6911;45.65;137.91;144.85;56.55;0.8504;24.9817;216.86;47.751
04/04/2021;483.34;164.5;224.36;258;3161;258.8;63.632;24.415;67.65;27.29;258.2;16.95;20.34;0.6763;1140.75;161.42;0.9022;34.35;0.1344;100.005;8.435;12.142;1.1759;123.44;157.68;292.74;1.1754;103.274;107.5;719.18;595.62;101.86;10.05;167.31;56.923;39.6276;9.5;126.21;39.1;133.04;15.6;94.3559;62.8;677.96;997.4168;122.2;225.21;118.19;73.5073;151.6;242.35;83.59;0.0996;140.42;141.28;561.05;17.32;84.13;12.38;137.79;326.99;19.5;57.598;218.72;0.09745;125.402;65.7;12.4147;12.6911;45.65;137.91;144.85;56.55;0.8504;24.9817;216.86;47.751
05/04/2021;491.62;164.5;225.3;258.86;3226.73;258.8;64.92;24.415;67.65;27.8;262.66;16.95;20.66;0.676;1140.75;161.42;0.9042;34.35;0.1344;100.005;8.435;12.142;1.1813;123.44;157.68;292.74;1.177;103.311;107.5;719.18;595.62;101.86;10.05;167.31;56.923;39.6276;9.4;126.21;39.1;133.04;15.6;94.3559;62.8;689.03;997.4168;122.2;228.85;120.25;73.4215;151.6;249.07;83.59;0.0995;140.42;143.16;561.05;17.31;84.13;12.38;140.33;332.56;19.45;58.44;220.29;0.09727;125.402;65.7;12.4147;12.6911;47.92;137.91;144.85;58.06;0.8466;24.9817;219.04;47.751
06/04/2021;491.34;165.83;230.57;259.75;3223.82;258.1544;63.42;24.73;67.6342;27.8;263.06;17.17;20.66;0.6701;1147.14;161.42;0.9045;34.56;0.1345;100.061;8.554;12.154;1.1876;123.91;159.93;295.45;1.1641;103.273;107.5;719.59;595.15;101.89;10.04;168.97;56.923;40.5357;9.57;126.18;39.06;133.24;15.32;94.3559;62.26;680;997.4078;122.25;231.91;121.15;72.2677;151.6;247.86;83.757;0.0992;140.77;143.67;569.56;17.38;85.57;12.41;138.06;327.42;19.645;58.01;221.09;0.09775;125.402;66.28;12.4842;12.827;45.51;138.94;144.85;57.05;0.842;24.9817;218.65;47.8637
07/04/2021;493.41;165.83;225.42;263.99;3279.39;258.1963;63.6;24.42;67.6342;27.615;263.62;17.04;20.63;0.668;1144.62;161.55;0.9056;34.28;0.1345;100.113;8.586;12.274;1.1868;123.09;160.07;297.35;1.1574;103.294;107.5;719.94;595.5;101.89;9.92;168.535;56.923;40.6156;9.63;126.31;38.82;132.46;15.3;94.3559;62.5;689.99;997.4164;121.66;232.61;120.63;72.5824;151.6;249.9;83.93;0.0995;141.4;143.41;566.94;17.42;85.58;12.41;139.43;327.09;20;57.3;220.79;0.09767;125.402;66.15;12.4023;12.79;46.8;137.31;144.53;57.48;0.8423;25.5843;219.27;47.4375
08/04/2021;499.84;165.83;228.24;260.725;3299.3;258.5802;65.05;24.4;67.6342;28.08;263.51;17.13;20.89;0.6681;1145.3;161.68;0.908;34.64;0.1344;100.061;8.651;12.29;1.1914;124.22;159.8;297.92;1.1529;103.274;108.65;720.27;595.85;101.9;9.96;169.9;56.923;40.6996;9.59;126.34;38.96;133.7;15.47;94.3559;62.1;703;997.4609;122.47;230.25;120.65;71.9817;149.2;253.25;83.25;0.0992;141.5;142.54;572.27;17.44;86.56;12.43;140.34;330.02;19.5;60.446;224.45;0.09832;125.402;65.7629;12.45;12.8634;46.02;138.48;144.92;58.05;0.8392;25.5843;220.7;47.6117
09/04/2021;504.04;165.83;223.31;259.995;3372.2;257.6058;65.96;24.48;67.6342;27.95;266.01;17.13;21.09;0.6706;1144.95;160.02;0.9091;34.76;0.1345;100.061;8.594;12.326;1.1899;124.42;160.72;296.3;1.1515;103.295;111.65;719.41;594.63;101.89;9.9;168.82;60.0841;41.11;9.68;126.3;38.37;133.04;15.51;94.3559;62.2;705;997.4373;122.27;231.48;122;72.7636;149.25;255.85;82.869;0.0989;141.57;142.57;568.43;17.43;86.65;12.43;140.57;332.5;19.2;60.756;231.28;0.09841;125.402;66.25;12.4481;12.9374;45.07;139.21;143.06;57.41;0.8403;25.6373;222.52;47.7848
10/04/2021;504.04;165.83;223.31;259.995;3372.2;257.6058;65.96;24.48;67.6342;27.95;266.01;17.13;21.09;0.6706;1144.95;160.02;0.9091;34.76;0.1345;100.061;8.594;12.326;1.1899;124.42;160.72;296.3;1.1515;103.295;111.65;719.41;594.63;101.89;9.9;168.82;60.0841;41.11;9.68;126.3;38.37;133.04;15.51;94.3559;62.2;705;997.4373;122.27;231.48;122;72.7636;149.25;255.85;82.869;0.0989;141.57;142.57;568.43;17.43;86.65;12.43;140.57;332.5;19.2;60.756;231.28;0.09841;125.402;66.25;12.4481;12.9374;45.07;139.21;143.06;57.41;0.8403;25.6373;222.52;47.7848
11/04/2021;504.04;165.83;223.31;259.995;3372.2;257.6058;65.96;24.48;67.6342;27.95;266.01;17.13;21.09;0.6706;1144.95;160.02;0.9091;34.76;0.1345;100.061;8.594;12.326;1.1899;124.42;160.72;296.3;1.1515;103.295;111.65;719.41;594.63;101.89;9.9;168.82;60.0841;41.11;9.68;126.3;38.37;133.04;15.51;94.3559;62.2;705;997.4373;122.27;231.48;122;72.7636;149.25;255.85;82.869;0.0989;141.57;142.57;568.43;17.43;86.65;12.43;140.57;332.5;19.2;60.756;231.28;0.09841;125.402;66.25;12.4481;12.9374;45.07;139.21;143.06;57.41;0.8403;25.6373;222.52;47.7848
12/04/2021;506.03;165.83;244.01;260;3379.39;257.4664;64.3;24.39;67.6342;28.52;267.93;17.03;21.12;0.6683;1144.08;157.76;0.9103;34.52;0.1344;100.061;8.58;12.452;1.1911;123.9;161.45;295.99;1.1537;103.234;111.65;719.33;594.27;101.9;9.76;167.96;60.0841;41.1111;9.7;126.4;37.67;131.72;15.37;94.3559;62.16;707.46;997.4708;121.72;230.96;121.79;72.6778;149.25;255.91;83.075;0.099;142.1;143.02;569.85;17.52;86.35;12.44;137.44;331;19.38;60.44;228.76;0.09792;125.402;66.25;12.4104;12.8888;45.16;137.69;142.51;57.5;0.8395;25.6373;221.47;47.4374
