Date;ADOBE_INC_USD;AIR_LIQUIDE_SA;ALIBABA_GROUP_HOLDING_LTD_REPR__8SH;ALLIANZ_SE;AMAZON_COM_INC_USD;AMUNDI_IS_GOVT_BOND_LOWEST_RATED;ANHEUSER BUSH_INBEV;ARCELORMITTAL_SA;ATOS_SE;AXA_SA;BERKSHIRE_HATHAWAY_INCB _USD;BLACKROCK_GF_SUSTAINABLE_ENERGY;BROWN_ADVISORY US_SUSTAINABLE_GROWTH_FD;CADEUR_Curncy;CANDRIAM_SRI_BOND_GLOBAL_HIGH_YIELD;CANDRIAM_SRI_EQUITY_EMERGING_MARKETS;CHFEUR_Curncy;COMGEST_GROWTH_EUROPE;DKKEUR_Curncy;ENBW_ENERGIE_BADEN _3_625%_2014 76_02APR;ENEL_S_P_A_;ENGIE_SA;EUR_Curncy;FFG_SICAV_GLOBAL_FLEXIBLE SUSTAINABLE;FLOSSBACH_VS MULTIPLE_OPPORT__II__D_SHS;GAM_MULTIBOND LOCAL_EMERGING_BOND;GBPEUR_Curncy;GLENCORE_FUNDING_LLC_3%_2017 22_27APR;GROUPE_BRUXELLES_LAMBERT_SA;ING_ARIA_CORPORATE_+_R_CAP;ING_ARIA_SUSTAINABLE_BONDS_R;ING_ARIA EURO_SHORT_DUR_RET_BD_R_CAP;INVESCO_FS_ASIAN_EQUITY_FUND;INVESCO_PHYSICAL_GOLD_USD;ISHARES_II__GLOBAL_WATER_UCITS_EUR;ISHARES_PLCCORE_S&P_500_UCITS_ETFUSD;ISHARES_V S&P_500_FINANCIALS_SECTOR;IVO_FUNDS_FIXED_INCOME;JPMORGAN_CHINA_A SHARE_OPPORTUNITIES;JPMORGAN_EMERGING_MARKETS_SUSTAINABLE;JPMORGAN_JAPAN_EQUITY_EUR;JUST_EAT_TAKEAWAY_COM_N_V;KBC_GROUP_SA NV;LVMH_MOET_HENNESSY_LOUIS_VUITTON_SE;LYXOR_IF_EURO_6M;MAINFIRST_SIC_TOP_EUROPEAN_IDEAS;MCDONALD'S_CORP_USD;MEDTRONIC_PLC_USD;MERCK_&_CO_INC_USD;MICHELIN_SA_ORD;MICROSOFT_CORP_USD;MULTI_ULS_LYXOR_EURO_STOXX_BANKS;NOKEUR_Curncy;NORDEA_1_EMERGING_MARKET_BOND;PEPSICO_INC_USD;PICTET_DIGITAL;PIMCO_FGIS_EMERGING_MARKETS_BONDS_ESG;POLAR_CF_PLC_GLOBAL_TECHNOLOGY_FUND;PRINCIPAL_GIF PREFERRED_SECURITIES;QUALCOMM_INC;ROCHE_HOLDING_LTD_CHF;ROYAL_DUTCH_SHELL_PLCA _EUR;ROYAL_PHILIPS_NV;SALESFORCE_COM_INC_USD;SEKEUR_Curncy;SOLVAY_SA;SSGA_SPDR_EUROPE S&P_US_DIVI_ARISTOUSD;THREADNEEDLE_LUXGLOBAL_EQUITY_INCOME;THREADNEEDLE_LUX PAN_EUROPEAN_SMALL;TOTALENERGIES_SE;UBAM_SICAV_POSITIVE_IMPACT_EQUITY;UBS_LUX_EQUITY_ALL_CHINA_USD;UNILEVER_PLC_EUR;USDEUR_Curncy;VEOLIA_ENVIRONNEMENT_SA;VISA_INCA _USD;WELLINGTON_MF GLOBAL_HEALTH_CARE_EQUITY
17/06/2021;551.36;170.68;211.6;265.25;3489.24;256.3473;77.5;24.36;65.5;27.465;278.69;17;21.82;0.6798;1150.53;163.38;0.9151;37.47;0.1345;100.061;8.079;12.128;1.1907;128.79;164.52;302.18;1.1693;102.994;113.28;719.79;591.54;101.97;9.81;171.54;64.0179;42.0811;10.01;131.09;40.81;140.34;15.15;90;66.8;825.28;997.1186;126.29;233.88;125.21;77.23;156.5875;260.9;93.325;0.0982;145.78;148.52;563.9;18.01;86.46;12.6;135.35;376.0001;20.63;53.52;244.43;0.09818;135.01;68.45;12.7817;13.4652;49.01;139.83;137.23;60.04;0.8399;30.1593;232.15;50.6534
18/06/2021;565.59;170.68;212.3;257.95;3486.9;256.104;75.2135;23.95;63;27.465;274.04;16.81;21.74;0.6761;1150.43;165.03;0.9133;37.11;0.1345;100.061;8.054;11.9;1.1864;128.47;165.29;300.09;1.1632;102.89;113.28;719.75;591.35;101.97;9.8;171.96;64.0179;41.8;9.7549;131.18;40.88;140.27;15.34;90;63.4;813;997.1639;124.89;229.62;123.23;76.61;156.5875;259.43;90.087;0.0973;146.32;145.42;563.6;18.04;86.03;12.62;133;375.9;19.93;50.67;242.78;0.09787;135.01;67.2737;12.6206;13.3725;46.268;138.73;136.71;59;0.8429;28.9251;230.41;50.4623
19/06/2021;565.59;170.68;212.3;257.95;3486.9;256.104;75.2135;23.95;63;27.465;274.04;16.81;21.74;0.6761;1150.43;165.03;0.9133;37.11;0.1345;100.061;8.054;11.9;1.1864;128.47;165.29;300.09;1.1632;102.89;113.28;719.75;591.35;101.97;9.8;171.96;64.0179;41.8;9.7549;131.18;40.88;140.27;15.34;90;63.4;813;997.1639;124.89;229.62;123.23;76.61;156.5875;259.43;90.087;0.0973;146.32;145.42;563.6;18.04;86.03;12.62;133;375.9;19.93;50.67;242.78;0.09787;135.01;67.2737;12.6206;13.3725;46.268;138.73;136.71;59;0.8429;28.9251;230.41;50.4623
20/06/2021;565.59;170.68;212.3;257.95;3486.9;256.104;75.2135;23.95;63;27.465;274.04;16.81;21.74;0.6761;1150.43;165.03;0.9133;37.11;0.1345;100.061;8.054;11.9;1.1864;128.47;165.29;300.09;1.1632;102.89;113.28;719.75;591.35;101.97;9.8;171.96;64.0179;41.8;9.7549;131.18;40.88;140.27;15.34;90;63.4;813;997.1639;124.89;229.62;123.23;76.61;156.5875;259.43;90.087;0.0973;146.32;145.42;563.6;18.04;86.03;12.62;133;375.9;19.93;50.67;242.78;0.09787;135.01;67.2737;12.6206;13.3725;46.268;138.73;136.71;59;0.8429;28.9251;230.41;50.4623
21/06/2021;567.35;170.68;211.06;258.067;3453.96;255.8;75.28;24.24;63;26.12;277.1;16.88;21.95;0.6789;1150.6;163.58;0.914;37.27;0.1345;100.061;8.12;11.8;1.1919;128.21;164.63;299.99;1.1691;102.885;113.28;718.76;590.43;101.96;9.68;172.675;64.0179;41.8;9.9;131.17;40.82;139.19;14.96;85;63.32;813.02;997.0794;125.38;232.9;125.54;76.75;156.5875;262.63;90.578;0.0979;146.36;146.56;562.11;18.01;85.86;12.6;133.96;380;20.061;51.5;244.48;0.09836;128.885;67.55;12.6961;13.4196;48.37;140.11;135.54;62;0.8391;28.9251;234.32;50.8322
22/06/2021;575.74;183.42;211.32;260.475;3505.44;255.575;75.5525;24.405;62;25.75;276.92;16.94;22.15;0.6805;1151.05;163.74;0.912;37.35;0.1345;100.061;8.108;11.72;1.194;128.46;165.01;299.46;1.1681;102.913;114.5;718.55;590.16;101.96;9.66;172.045;63.0616;41.8;9.93;131.28;41.16;138.24;15.31;85;62.98;815.0493;997.0592;126.08;233.88;126.73;76.19;156.5875;265.51;90.618;0.0981;145.95;146.78;564.26;18;86.62;12.61;135.08;375.2;20.15;50.6;243.11;0.09879;128.885;67.55;12.7294;13.5245;47.985;140.8;135.75;62.26;0.8374;28.9251;235.93;50.9817
23/06/2021;574.23;183.42;214.86;257;3503.82;255.8;74.1001;24.86;62;26.17;274.66;16.94;22.13;0.6813;1151.05;163.74;0.9131;37.17;0.1345;100.061;7.971;11.57;1.1926;128.46;165.01;299.46;1.1708;102.939;114.77;718.55;590.16;101.96;9.66;172.965;63.0616;42.2488;9.95;131.28;41.5;140.06;15.24;89.825;63.38;801;997.0592;126.08;233.24;125.49;75.58;157.44;265.275;89.984;0.0983;145.95;144.85;564.26;18.01;87;12.61;135.52;379.9999;20.36;49.62;241.84;0.09883;128.885;67.5162;12.7294;13.5245;47.855;140.8;135.75;61.77;0.8384;28.9251;234.68;50.8163
24/06/2021;578.26;183.42;218.38;261.56;3449.08;255.9776;75.283;25.495;62;25.95;275.49;17.16;22.28;0.6801;1153.09;165.94;0.913;37.7;0.1345;100.061;8.034;11.684;1.1932;128.16;165.05;301.84;1.1669;102.92;110.69;718.92;590.78;101.95;9.7;172.19;63.0616;42.2488;9.9655;131.39;41.41;140.39;15.24;90.85;64.1;808.72;997.0785;125.66;233.33;125.09;76.36;157.44;266.69;91.236;0.0986;146.01;145.67;574.11;18;87.79;12.61;137.92;365.88;20.65;51.19;243.77;0.09897;128.885;67.5162;12.7434;13.5162;48.11;140.84;137.11;61.62;0.8381;28.9251;236.24;51.2888
25/06/2021;579.66;177.9865;228.5;251;3401.46;254.975;76.1;26.2;62;25.58;278.38;17.2;22.39;0.6815;1153.71;168.23;0.9137;37.73;0.1345;100.061;8.009;11.63;1.1935;128.39;165.7;303.02;1.163;102.919;112.57;718.24;589.49;101.94;9.8;172.36;63.0616;42.2488;10.21;131.36;42.19;141.91;15.33;90.85;64.96;809.6;997.0565;126.65;232.42;124.93;77.2;157.44;265.02;92.049;0.0987;146.08;146.41;576.19;18;87.83;12.61;137.65;365.81;20.9103;50.4274;241.87;0.09865;128.988;67.984;12.7853;13.5703;48.06;141.24;139.54;60.675;0.8378;28.9251;237.32;51.5951
26/06/2021;579.66;177.9865;228.5;251;3401.46;254.975;76.1;26.2;62;25.58;278.38;17.2;22.39;0.6815;1153.71;168.23;0.9137;37.73;0.1345;100.061;8.009;11.63;1.1935;128.39;165.7;303.02;1.163;102.919;112.57;718.24;589.49;101.94;9.8;172.36;63.0616;42.2488;10.21;131.36;42.19;141.91;15.33;90.85;64.96;809.6;997.0565;126.65;232.42;124.93;77.2;157.44;265.02;92.049;0.0987;146.08;146.41;576.19;18;87.83;12.61;137.65;365.81;20.9103;50.4274;241.87;0.09865;128.988;67.984;12.7853;13.5703;48.06;141.24;139.54;60.675;0.8378;28.9251;237.32;51.5951
27/06/2021;579.66;177.9865;228.5;251;3401.46;254.975;76.1;26.2;62;25.58;278.38;17.2;22.39;0.6815;1153.71;168.23;0.9137;37.73;0.1345;100.061;8.009;11.63;1.1935;128.39;165.7;303.02;1.163;102.919;112.57;718.24;589.49;101.94;9.8;172.36;63.0616;42.2488;10.21;131.36;42.19;141.91;15.33;90.85;64.96;809.6;997.0565;126.65;232.42;124.93;77.2;157.44;265.02;92.049;0.0987;146.08;146.41;576.19;18;87.83;12.61;137.65;365.81;20.9103;50.4274;241.87;0.09865;128.988;67.984;12.7853;13.5703;48.06;141.24;139.54;60.675;0.8378;28.9251;237.32;51.5951
28/06/2021;588.8;177.9865;228.59;251.08;3443.89;255.5943;73.27;25.6;62;26.37;276.61;17.26;22.65;0.6797;1153.99;168.65;0.9117;37.66;0.1345;100.061;7.974;11.592;1.1925;128.38;165.89;303.15;1.1642;102.907;111.64;718.99;590.51;101.95;9.81;172.24;63.0616;42.2488;10.0801;131.57;42.41;141.82;15.38;90.85;63.78;798.15;997.0158;125.63;231.09;123.74;76.86;157.44;268.72;89.966;0.0983;145.94;147.04;579.55;18.01;88.87;12.64;139.72;370;19.95;49.496;244.57;0.0985;128.988;67.8;12.7385;13.5163;45.2;141.7;140.42;60.675;0.8386;28.9251;234.09;51.6253
29/06/2021;590.75;181.83;229.44;251.12;3448.14;255.65;73.68;26.385;62;25.5175;276.21;17.5;22.78;0.6777;1154.33;168.88;0.9124;37.73;0.1345;100.061;8.038;11.566;1.1897;128.55;166.45;302.07;1.1633;102.915;111.64;718.76;590;101.95;9.79;170.495;63.0616;42.2488;10.1261;131.65;42.28;141.43;15.51;90.85;64.5;805;997.0204;126.49;230.37;124.54;77.21;157.44;271.4;90.579;0.0982;145.86;146.94;581.18;18.01;89.18;12.64;142.62;368.4;20.09;49.496;245.81;0.09857;128.988;68.034;12.744;13.5787;45.47;142.65;139.36;58.36;0.8406;28.9251;235.95;51.4132
30/06/2021;585.64;181.83;226.78;255.21;3440.16;256.5423;72.69;25.85;60.93;25.05;277.92;17.32;22.62;0.6802;1155.43;169.65;0.9117;37.48;0.1345;100.061;7.832;11.554;1.1858;128.68;166.46;301.39;1.1667;102.88;111.64;719.46;591.39;101.95;9.8;170.815;63.0616;42.6423;10.15;131.77;42.28;141.52;15.47;90.85;64.3;790.08;996.97;126.22;230.99;124.13;77.77;157.44;270.9;89.547;0.098;145.97;148.17;580.81;18.01;88.65;12.66;142.93;369.0001;19.82;50.45;244.27;0.09864;128.988;67.4462;12.7678;13.5005;46.01;141.8;139.39;59.42;0.8434;28.9251;233.82;51.1995
01/07/2021;584.73;181.83;221.87;250.04;3432.97;256.6931;71.025;26.29;60.93;26.07;280.17;17.37;22.73;0.6785;1159.4;169.72;0.9118;37.58;0.1345;100.061;7.849;11.732;1.185;128.63;166.6;300.15;1.1618;102.904;115.4;719.41;591.37;101.95;9.78;171.43;63.0616;42.75;10.15;131.67;42.28;141.03;15.32;92.1651;65.66;783.34;996.9807;127.27;232.27;126.13;77.99;157.44;271.6;91.206;0.0979;145.9;148.2;579.86;18.01;88.39;12.65;140.8;378.97;20.77;48.29;244.98;0.09839;128.988;67.4462;12.8023;13.5807;45.14;142.81;139.39;57.7;0.8439;28.9251;235.15;51.6062
02/07/2021;593.07;181.83;217.75;252.525;3510.98;257.2214;71.7;26.48;60.93;25.3501;279.12;17.37;22.97;0.684;1156.49;167.9;0.9153;37.75;0.1345;100.061;7.851;11.756;1.1865;129.36;166.89;299.84;1.1659;102.913;112.59;720.05;592.34;101.96;9.74;172.73;63.0616;43.135;10.1651;131.71;41.37;140.39;15.45;92.1651;64.82;789.5;996.9732;128.07;233.63;126.83;78.6;157.44;277.65;89.671;0.098;145.84;148.91;579.72;18.01;88.94;12.66;142.58;379.8;20.25;48.4;248.2;0.09865;128.988;67.88;12.845;13.6797;46.45;143.35;136.31;59.2624;0.8428;28.9251;238.63;51.6048
03/07/2021;593.07;181.83;217.75;252.525;3510.98;257.2214;71.7;26.48;60.93;25.3501;279.12;17.37;22.97;0.684;1156.49;167.9;0.9153;37.75;0.1345;100.061;7.851;11.756;1.1865;129.36;166.89;299.84;1.1659;102.913;112.59;720.05;592.34;101.96;9.74;172.73;63.0616;43.135;10.1651;131.71;41.37;140.39;15.45;92.1651;64.82;789.5;996.9732;128.07;233.63;126.83;78.6;157.44;277.65;89.671;0.098;145.84;148.91;579.72;18.01;88.94;12.66;142.58;379.8;20.25;48.4;248.2;0.09865;128.988;67.88;12.845;13.6797;46.45;143.35;136.31;59.2624;0.8428;28.9251;238.63;51.6048
04/07/2021;593.07;181.83;217.75;252.525;3510.98;257.2214;71.7;26.48;60.93;25.3501;279.12;17.37;22.97;0.684;1156.49;167.9;0.9153;37.75;0.1345;100.061;7.851;11.756;1.1865;129.36;166.89;299.84;1.1659;102.913;112.59;720.05;592.34;101.96;9.74;172.73;63.0616;43.135;10.1651;131.71;41.37;140.39;15.45;92.1651;64.82;789.5;996.9732;128.07;233.63;126.83;78.6;157.44;277.65;89.671;0.098;145.84;148.91;579.72;18.01;88.94;12.66;142.58;379.8;20.25;48.4;248.2;0.09865;128.988;67.88;12.845;13.6797;46.45;143.35;136.31;59.2624;0.8428;28.9251;238.63;51.6048
05/07/2021;593.07;181.83;217.75;252.525;3510.98;256.7189;71.7;26.785;60.93;25.3501;279.12;17.42;22.97;0.683;1156.49;167.79;0.9138;37.67;0.1345;100.061;7.906;11.698;1.1864;129.25;167.69;300.47;1.167;102.913;112.59;719.51;591.51;101.96;9.71;173.42;63.0616;43.135;10.1651;131.83;41.25;140.16;15.5;92.1651;65.94;789.5;996.9942;129.68;233.63;126.83;78.6;157.44;277.65;91.249;0.0984;145.84;148.91;579.72;18.01;88.94;12.67;142.58;379.8;20.25;48.4;248.2;0.09855;128.988;67.88;12.8559;13.6992;46.45;143.58;134.64;59.2624;0.8429;28.9251;238.63;51.6048
06/07/2021;596.9;181.83;211.6;250;3675.74;258.0107;72.7;25.41;62.3;25.29;277.32;17.46;23.16;0.679;1157.33;166.91;0.9148;37.74;0.1345;100.061;7.941;11.594;1.1824;129.68;167.74;297.96;1.1673;102.901;112.765;720.84;593.41;101.98;9.76;174.565;63.0616;43.135;9.975;131.82;40.87;139.55;15.59;92.1651;64.72;778.8;997.0031;128.28;232.75;126.97;78.11;157.44;277.66;88.65;0.0971;145.81;149.13;577.76;18.01;89.62;12.68;141.19;370.0001;20.15;48.27;250.25;0.09841;128.988;67.1;12.8077;13.7356;45.89;143.64;134.75;59.835;0.8458;29.8893;239.6;51.3059
07/07/2021;605.77;178.7999;208;253.09;3696.58;258.35;71.37;25.75;62.0245;25.2375;279.24;17.62;23.25;0.6795;1158.69;168.12;0.9162;38.21;0.1345;100.061;8.064;11.68;1.179;130.4;168.21;296.61;1.1705;102.922;112.765;721.53;594.29;101.98;9.71;174.41;63.0616;43.249;9.96;131.89;41.66;140.34;15.67;92.1651;64.8;783.12;997.0243;128.63;234.63;127.74;78.56;157.44;279.93;87.875;0.0971;146.2;149.79;579.14;18.06;89.22;12.69;139.97;385;20.23;47.858;248.44;0.09835;128.988;67.5138;12.8605;13.8439;45.21;144.53;134.66;60.365;0.8481;29.8893;240;51.1743
08/07/2021;605.95;168.5;199.85;253.38;3731.41;258.2;70.22;24.945;61.15;25.83;274.1;17.24;23.1;0.6735;1158.13;166.44;0.9226;37.66;0.1345;100.061;7.883;11.528;1.1845;128.7;168.78;296.25;1.1639;102.927;114.1;721.63;594.29;101.98;9.51;173.93;63.0616;43.249;9.875;131.89;41.03;138.06;15.57;92.1651;64.12;759.05;997.0268;126.85;232.84;127.44;78.12;157.44;277.42;85.617;0.0961;146.25;149.86;566.97;18.07;88.02;12.68;138.29;384.25;20.08;46.754;245.8;0.09819;128.988;67.4037;12.6544;13.6286;43.8;142.03;130.35;60.64;0.8442;29.8893;236.61;50.9736
09/07/2021;604.5;176.92;205.94;243.3301;3719.34;257.8187;69.33;26.29;61.15;26.12;280.49;17.38;23.24;0.6766;1158.66;165.27;0.9212;38;0.1345;100.061;7.924;11.606;1.1876;129.05;167.11;297.68;1.1701;102.908;115.55;721.43;593.79;101.97;9.46;175.125;63.0616;43.249;10.0651;131.86;41.05;138.08;15.39;92.1651;66.3;790;996.9466;128.37;235.68;128.17;77.99;157.44;277.94;87.995;0.097;146.19;149.48;570.27;18.06;88.82;12.67;141.43;372.7;20.41;46.716;245.06;0.09819;128.988;67.4037;12.7888;13.7381;44.605;143;131.01;60.4;0.8419;29.8893;238.47;51.2472
10/07/2021;604.5;176.92;205.94;243.3301;3719.34;257.8187;69.33;26.29;61.15;26.12;280.49;17.38;23.24;0.6766;1158.66;165.27;0.9212;38;0.1345;100.061;7.924;11.606;1.1876;129.05;167.11;297.68;1.1701;102.908;115.55;721.43;593.79;101.97;9.46;175.125;63.0616;43.249;10.0651;131.86;41.05;138.08;15.39;92.1651;66.3;790;996.9466;128.37;235.68;128.17;77.99;157.44;277.94;87.995;0.097;146.19;149.48;570.27;18.06;88.82;12.67;141.43;372.7;20.41;46.716;245.06;0.09819;128.988;67.4037;12.7888;13.7381;44.605;143;131.01;60.4;0.8419;29.8893;238.47;51.2472
11/07/2021;604.5;176.92;205.94;243.3301;3719.34;257.8187;69.33;26.29;61.15;26.12;280.49;17.38;23.24;0.6766;1158.66;165.27;0.9212;38;0.1345;100.061;7.924;11.606;1.1876;129.05;167.11;297.68;1.1701;102.908;115.55;721.43;593.79;101.97;9.46;175.125;63.0616;43.249;10.0651;131.86;41.05;138.08;15.39;92.1651;66.3;790;996.9466;128.37;235.68;128.17;77.99;157.44;277.94;87.995;0.097;146.19;149.48;570.27;18.06;88.82;12.67;141.43;372.7;20.41;46.716;245.06;0.09819;128.988;67.4037;12.7888;13.7381;44.605;143;131.01;60.4;0.8419;29.8893;238.47;51.2472
12/07/2021;600.2;181.12;205.48;245.0001;3718.55;258.23;67.39;26.205;50.35;25.635;280.11;17.57;23.25;0.677;1158.93;166.87;0.9214;38.3;0.1344;100.061;8.062;11.64;1.1861;129.51;168.09;298.02;1.1705;102.881;115.55;721.55;593.92;101.98;9.54;174.795;63.0616;43.249;10.1949;132.05;41.93;139;15.73;92.1651;65.92;793;996.9145;128.82;235.61;128.2;77.55;157.44;277.32;88.049;0.0971;146.26;149.51;573.48;18.06;88.97;12.68;142.47;386.82;20.06;47.52;242.91;0.09819;128.988;67.9887;12.8288;13.8385;45.05;143.57;132.45;58.82;0.8432;29.8893;237.87;51.344
13/07/2021;605.01;181.32;209.51;250.54;3677.36;258.5986;69.15;25.735;50.35;25.635;279.21;17.54;23.22;0.6785;1159.23;168.77;0.9243;38.46;0.1345;100.061;8.058;11.618;1.1776;130.16;168.29;297.37;1.173;102.78;115.55;721.62;594.02;101.98;9.65;175.54;63.0616;43.249;10.1001;132.11;42;140.25;15.78;92.1651;65.46;790.755;996.9335;129.76;236.17;127.4;77.61;163.3425;280.98;86.659;0.0967;146.12;152.96;577.89;18.03;88.86;12.67;141.18;386.1201;19.89;47.138;244.02;0.09809;128.988;68.03;12.8513;13.8698;44.87;143.67;134.13;59.27;0.8491;29.8893;242.35;51.0282
14/07/2021;608.83;181.32;211.5;252.5;3681.68;258.6987;69.84;26.365;50.35;25.94;278.31;17.53;23.18;0.6754;1158.85;169.22;0.9239;38.5;0.1344;100.061;8.024;11.612;1.1837;130.5;168.75;298.29;1.1709;102.832;115.55;722.2;594.72;101.99;9.68;176.455;63.0616;43.35;10.02;132.28;41.69;140.98;15.82;92.1651;65.36;794.34;996.9335;129.41;237.13;127.74;77.62;163.3425;282.51;87.231;0.0967;145.97;154.54;578.14;18.06;88.27;12.68;143.75;389.59;20.13;46.55;242.43;0.09804;128.988;68.03;12.8495;13.7876;43.9;143.06;134.24;59.84;0.8449;29.8893;245.99;50.5083
15/07/2021;606.17;181.32;214.76;249.525;3631.2;258.9442;69.62;26.415;50.35;25.75;279.72;17.33;23.11;0.6723;1159;170.94;0.9225;38.27;0.1345;100.061;7.932;11.456;1.1812;130.29;168.72;298.33;1.1707;102.839;115.55;722.45;595.09;102;9.77;176.64;63.0616;43.4818;10.09;132.27;42.14;141.82;15.6;92.1651;65.32;791.28;996.9614;127.76;236.88;125.36;77.9;163.3425;281.03;86.831;0.096;146.35;155.25;575.09;18.11;87.26;12.7;141.46;380.91;19.25;46.208;237.58;0.09769;128.988;67.6939;12.8189;13.652;44.15;141.74;135.87;59.7587;0.8467;29.1372;248.55;50.1811
16/07/2021;606.1;176.5955;212.1;248.66;3573.63;259.4499;69.65;25.485;50.35;25.81;277.9;17.27;23.09;0.6715;1158.62;169.57;0.9211;38.27;0.1345;100.061;8.01;11.622;1.1806;129.83;168.29;298.92;1.1657;102.834;113.3;722.83;595.6;102;9.76;175.315;63.0616;43.3635;10.09;132.3;41.04;141.07;15.52;92.1651;64.02;777.1;997.0056;126.4;234.75;125.8;78.02;158.95;280.75;85.357;0.0957;146.43;155.82;570.38;18.13;86.38;12.7;139.71;388.465;19;46.418;238.43;0.09756;128.988;68.15;12.7848;13.6271;41.59;141.1;135.21;59.7587;0.8471;29.1372;248.12;50.1474
17/07/2021;606.1;176.5955;212.1;248.66;3573.63;259.4499;69.65;25.485;50.35;25.81;277.9;17.27;23.09;0.6715;1158.62;169.57;0.9211;38.27;0.1345;100.061;8.01;11.622;1.1806;129.83;168.29;298.92;1.1657;102.834;113.3;722.83;595.6;102;9.76;175.315;63.0616;43.3635;10.09;132.3;41.04;141.07;15.52;92.1651;64.02;777.1;997.0056;126.4;234.75;125.8;78.02;158.95;280.75;85.357;0.0957;146.43;155.82;570.38;18.13;86.38;12.7;139.71;388.465;19;46.418;238.43;0.09756;128.988;68.15;12.7848;13.6271;41.59;141.1;135.21;59.7587;0.8471;29.1372;248.12;50.1474
18/07/2021;606.1;176.5955;212.1;248.66;3573.63;259.4499;69.65;25.485;50.35;25.81;277.9;17.27;23.09;0.6715;1158.62;169.57;0.9211;38.27;0.1345;100.061;8.01;11.622;1.1806;129.83;168.29;298.92;1.1657;102.834;113.3;722.83;595.6;102;9.76;175.315;63.0616;43.3635;10.09;132.3;41.04;141.07;15.52;92.1651;64.02;777.1;997.0056;126.4;234.75;125.8;78.02;158.95;280.75;85.357;0.0957;146.43;155.82;570.38;18.13;86.38;12.7;139.71;388.465;19;46.418;238.43;0.09756;128.988;68.15;12.7848;13.6271;41.59;141.1;135.21;59.7587;0.8471;29.1372;248.12;50.1474
19/07/2021;602.05;176.5955;208.91;239.51;3549.59;259.711;65.9;24.59;50.35;25.81;272.66;16.81;22.91;0.6649;1155.5;167.68;0.9232;37.74;0.1344;100.061;7.604;11.228;1.18;128.65;167.68;296.95;1.1591;102.81;110.49;723.04;596.36;102;9.59;174.73;63.0616;42.55;9.6949;132.29;40.98;138.68;15.45;92.1651;61.9;751.98;996.9714;123.05;229.26;122.75;77.05;158.95;277.01;82.182;0.0947;146.56;155.8;555.96;18.15;86;12.71;138.79;381.7201;18.44;45.85;237.55;0.09756;128.988;68.15;12.5283;13.4135;40.12;139.13;135.21;60.32;0.8475;28.9251;240.41;49.8374
20/07/2021;608.72;176.5955;210.59;244.09;3573.19;260.04;67.118;25.335;50.35;24.6;276.89;16.88;23.23;0.6694;1156.83;166.57;0.9213;37.81;0.1344;100.061;7.613;11.092;1.1781;128.64;166.65;296.46;1.1568;102.82;110.49;723.43;597.12;102.01;9.49;175.055;63.0616;42.55;9.9385;132.21;41.15;137.74;15.38;92.1651;63.78;762.83;997.0435;124.33;234.27;125.51;76.17;158.95;279.32;83.641;0.0943;146.64;155.82;559.04;18.14;87.08;12.7;139.55;383.84;18.315;46.376;240.11;0.09756;128.988;67.4;12.6456;13.4253;41.04;140.15;132.65;60.97;0.8489;28.9251;242.7;50.4264
21/07/2021;612.26;176.5955;211.08;251.35;3585.2;259.6765;67.82;26.375;50.35;26.23;279.88;17.3;23.38;0.675;1158.09;167.47;0.9239;38.29;0.1344;100.061;7.81;11.182;1.1794;128.92;167.76;296.38;1.163;102.771;110.49;723.25;596.5;102.02;9.48;174.72;63.0616;43.305;10.1001;132.08;41.8;138.91;15.39;92.1651;66.46;783.92;997.0435;126.5;235.93;127.05;76.39;158.95;281.4;86.289;0.0954;146.59;155.24;565.4;18.11;88.09;12.69;142.17;386.5;19.2;46.738;242.11;0.09758;128.988;67.85;12.73;13.6653;41.28;142.54;132.01;61.225;0.8478;28.9251;243.66;50.5846
22/07/2021;623.68;176.5955;214.04;246.25;3638.03;260.4568;69.75;26.43;50.35;25.45;277.7;17.44;23.65;0.6764;1158.93;169.01;0.9243;38.63;0.1344;100.061;7.957;11.316;1.1771;128.85;168.29;297.47;1.1697;102.76;114.6;723.93;597.65;102.02;9.61;174.95;63.0616;43.305;9.9925;132.07;41.7;139.85;15.39;92.1651;66;784;997.0108;127.42;238.67;127.11;76.53;158.95;286.14;86.164;0.096;146.47;155.19;571.12;18.12;88.85;12.7;142.44;374.52;18.6701;47.4;248.28;0.09786;128.988;67.2637;12.7622;13.9236;43.41;144.36;133.21;56.19;0.8496;29.5326;244.14;50.7946
23/07/2021;625.87;178.07;206.53;245.31;3656.64;260.8178;68.75;27.165;50.35;25.54;278.49;17.42;23.98;0.6761;1159.75;167.79;0.9237;39.1;0.1345;100.061;8.05;11.464;1.1771;129.3;168.11;297.23;1.1681;102.8;114.6;724.04;597.78;102.03;9.58;174.32;63.0616;43.305;10.05;132.14;40.8;138.39;15.39;92.1651;66.36;795.96;997.0531;128.27;242.96;128.54;77.54;158.95;289.67;87.605;0.0958;146.44;157.18;572.2;18.12;90.44;12.7;144.88;370.2501;18.65;48.05;248.25;0.09778;128.988;67.2637;12.8633;14.0344;41.31;145.33;130.79;56.5325;0.8495;29.5326;249.02;50.9968
