,Pattern,Start_bar,End_bar
0,RTOP,16,42
1,RTOP,170,184
2,RTOP,291,312
3,BBOT,21,46
4,BBOT,322,339
5,IHS,158,171
6,IHS,186,210
7,IHS,270,290
8,IHS,331,347
9,HS,161,176
10,HS,176,190
11,HS,241,255
12,HS,275,291
13,HS,298,318
14,HS,326,345
15,TBOT,164,179
16,TBOT,224,245
17,TTOP,218,241
