,Pattern,Start_bar,End_bar
0,IHS,1,29
1,IHS,36,60
2,IHS,60,84
3,RTOP,25,38
4,RTOP,31,59
5,RTOP,64,91
6,RTOP,304,330
7,HS,122,154
8,RBOT,136,157
9,RBOT,193,228
