,Pattern,Start_bar,End_bar
0,HS,10,24
1,HS,116,135
2,HS,135,151
3,HS,275,291
4,HS,305,324
5,RTOP,78,92
6,RTOP,144,164
7,RTOP,227,241
8,RTOP,263,283
9,IHS,130,149
10,IHS,277,296
11,TBOT,141,156
