,Pattern,Start_bar,End_bar
0,IHS,72,88
1,IHS,102,121
2,IHS,148,168
3,IHS,268,288
4,RTOP,74,92
5,RTOP,92,106
6,RTOP,147,158
7,HS,85,98
8,HS,106,126
