,Pattern,Start_bar,End_bar
0,BTOP,4,25
1,BTOP,25,60
2,IHS,9,32
3,IHS,73,94
4,IHS,142,155
5,TTOP,77,98
6,HS,123,144
7,HS,221,245
8,HS,245,276
9,HS,329,359
10,RTOP,263,283
11,BBOT,273,294
