,Pattern,Start_bar,End_bar
0,RTOP,8,32
1,RTOP,149,163
2,RTOP,158,171
3,RTOP,186,220
4,RTOP,220,248
5,IHS,16,39
6,IHS,59,87
7,IHS,157,168
8,IHS,207,242
9,IHS,294,324
10,HS,32,65
11,HS,290,319
12,RBOT,144,162
13,RBOT,162,175
14,BTOP,205,239
