,Pattern,Start_bar,End_bar
0,TBOT,9,37
1,TBOT,25,43
2,TTOP,22,39
3,TTOP,30,45
4,RBOT,43,74
5,RBOT,113,137
6,RBOT,123,150
7,RBOT,137,156
8,RBOT,156,189
9,RBOT,176,198
10,RBOT,198,220
11,RBOT,326,345
12,RTOP,81,116
13,RTOP,140,165
14,RTOP,179,206
15,RTOP,206,221
16,RTOP,213,228
17,RTOP,228,262
18,BBOT,150,176
19,HS,151,179
20,HS,254,277
21,IHS,224,256
