,Pattern,Start_bar,End_bar
0,RTOP,3,37
1,RTOP,25,53
2,RTOP,53,77
3,RTOP,77,101
4,RTOP,87,119
5,RTOP,165,179
6,RTOP,280,308
7,RTOP,298,311
8,RTOP,308,331
9,BBOT,36,60
10,BBOT,176,198
11,HS,37,63
12,HS,63,87
13,HS,179,206
14,RBOT,45,73
15,RBOT,183,210
16,RBOT,277,304
17,IHS,60,86
18,IHS,162,176
19,BTOP,171,186
