,Pattern,Start_bar,End_bar
0,BTOP,25,38
1,BTOP,57,86
2,BTOP,234,259
3,BBOT,28,44
4,BBOT,228,248
5,HS,31,57
6,HS,126,144
7,HS,161,193
8,HS,224,234
9,IHS,35,59
10,IHS,150,163
11,IHS,206,225
12,IHS,238,263
13,RTOP,106,135
14,RTOP,135,151
15,RTOP,210,227
16,RTOP,227,242
